0,0
1,6
2,8
3,6
4,8
5,8
6,7
7,6
8,8
9,5
10,8
11,8
12,7
13,5
14,9
15,8
16,8
17,9
18,7
19,7
20,7
21,7
22,6
23,8
24,5
25,6
26,5
27,6
28,7
29,7
30,6
31,2
32,7
33,8
34,9
35,5
36,7
37,7
38,8
39,5
40,7
41,9
42,6
43,9
44,6
45,7
46,6
47,7
48,9
49,8
50,6
51,6
52,9
53,6
54,2
55,6
56,7
57,6
58,7
59,8
60,6
61,6
62,8
63,6
64,9
65,9
66,8
67,6
68,2
69,4
70,6
71,6
72,8
73,6
74,9
75,6
76,9
77,3
78,9
79,9
80,6
81,7
82,5
83,5
84,7
85,8
86,7
87,3
88,5
89,7
90,6
91,7
92,9
93,5
94,4
95,6
96,5
97,6
98,6
99,7
100,4
