0,0
1,6
2,6
3,2
4,8
5,6
6,5
7,6
8,8
9,7
10,8
11,6
12,8
13,5
14,6
15,7
16,6
17,6
18,9
19,7
20,7
21,7
22,6
23,7
24,7
25,9
26,6
27,5
28,9
29,7
30,9
31,7
32,5
33,7
34,5
35,7
36,7
37,6
38,8
39,8
40,8
41,7
42,7
43,7
44,7
45,6
46,5
47,9
48,7
49,8
50,8
51,9
52,8
53,6
54,6
55,7
56,6
57,6
58,9
59,7
60,7
61,6
62,8
63,8
64,8
65,8
66,8
67,6
68,7
69,7
70,5
71,6
72,5
73,5
74,9
75,6
76,8
77,2
78,2
79,7
80,8
81,6
82,5
83,7
84,7
85,7
86,6
87,9
88,9
89,8
90,5
91,6
92,7
93,6
94,5
95,9
96,8
97,6
98,8
99,6
100,6
101,5
102,8
103,8
104,8
105,6
106,9
107,6
108,8
109,6
110,6
111,9
112,5
113,7
114,8
115,4
116,8
117,7
118,5
119,6
120,8
121,9
122,7
123,5
124,2
125,2
126,8
127,7
128,7
129,7
130,6
131,6
132,6
133,7
134,9
135,5
136,8
137,7
138,9
139,7
140,8
141,6
142,7
143,7
144,9
145,6
146,5
147,7
148,6
149,7
150,6
151,7
152,6
153,7
154,6
155,5
156,7
157,6
158,5
159,6
160,8
161,8
162,7
163,7
164,5
165,8
166,7
167,5
168,7
169,7
170,5
171,5
172,8
173,6
174,9
175,7
176,7
177,6
178,5
179,8
180,5
181,6
182,6
183,5
184,8
185,5
186,8
187,5
188,5
189,6
190,6
191,7
192,8
193,7
194,6
195,9
196,5
197,8
198,6
199,6
200,7
201,8
202,5
203,8
204,6
205,7
206,8
207,6
208,7
209,6
210,5
211,8
212,8
213,7
214,8
215,9
216,6
217,7
218,7
219,6
220,7
221,8
222,6
223,6
224,6
225,8
226,6
227,9
228,9
229,7
230,8
231,8
232,7
233,8
234,8
235,8
236,6
237,7
238,7
239,7
240,8
241,9
242,8
243,8
244,7
245,6
246,7
247,6
248,5
249,8
250,8
251,6
252,7
253,7
254,7
255,8
256,6
257,5
258,7
259,6
260,7
261,7
262,7
263,7
264,6
265,8
266,5
267,5
268,9
269,5
270,6
271,8
272,9
273,6
274,6
275,5
276,6
277,9
278,6
279,7
280,5
281,5
282,7
283,6
284,7
285,6
286,8
287,8
288,3
289,7
290,7
291,7
292,5
293,2
294,6
295,2
296,6
297,8
298,2
299,8
300,7
301,6
302,7
303,9
304,7
305,6
306,3
307,2
308,7
309,7
310,9
311,4
312,7
313,5
314,7
315,7
316,8
317,6
318,6
319,6
320,6
321,5
322,6
323,7
324,6
325,5
326,8
327,3
328,3
329,7
330,7
331,6
332,9
333,6
334,6
335,5
336,8
337,6
338,5
339,6
340,7
341,3
342,6
343,5
344,2
345,7
346,6
347,5
348,5
349,8
350,8
351,6
352,7
353,8
354,6
355,6
356,7
357,8
358,5
359,9
360,6
361,9
362,6
363,7
364,7
365,8
366,6
367,5
368,6
369,7
370,6
371,7
372,5
373,8
374,7
375,5
376,7
377,6
378,7
379,6
380,5
381,6
382,6
383,8
384,8
385,9
386,7
387,7
388,7
389,7
390,7
391,9
392,6
393,8
394,6
395,8
396,7
397,7
398,5
399,7
400,8
401,9
402,6
403,7
404,5
405,6
406,7
407,6
408,4
409,6
410,8
411,8
412,5
413,9
414,2
415,7
416,2
417,9
418,6
419,9
420,6
421,7
422,7
423,7
424,8
425,5
426,5
427,5
428,2
429,8
430,7
431,9
432,8
433,7
434,6
435,5
436,9
437,7
438,6
439,7
440,6
441,7
442,7
443,5
444,8
445,8
446,7
447,7
448,7
449,8
450,6
451,8
452,6
453,6
454,5
455,8
456,9
457,5
458,7
459,2
460,7
461,6
462,8
463,6
464,6
465,7
466,8
467,7
468,6
