0,0
1,17
2,13
3,17
4,16
5,15
6,14
7,16
8,15
9,18
10,14
11,11
12,10
13,18
14,14
15,16
16,14
17,13
18,11
19,13
20,19
21,21
22,15
23,12
24,14
25,12
26,18
27,16
28,14
29,12
30,15
31,16
32,12
33,19
34,15
35,22
36,9
37,13
38,13
39,15
40,12
41,18
42,12
43,15
44,12
45,12
46,20
47,13
48,16
49,11
50,10
51,17
52,15
53,15
54,14
55,17
56,15
57,11
58,12
59,15
60,11
61,11
62,14
63,14
64,15
65,15
66,17
67,16
68,19
69,15
70,14
71,16
72,18
73,13
74,14
75,12
76,15
77,21
78,11
79,10
80,19
81,10
82,12
83,15
84,12
85,16
86,12
87,17
88,18
89,16
90,13
91,19
92,15
93,11
94,11
95,13
96,15
97,9
98,9
99,8
100,14
101,13
102,17
103,8
104,15
105,11
106,20
107,13
108,15
109,19
110,12
111,12
112,11
113,13
114,13
115,19
116,15
117,14
118,11
119,13
120,14
121,13
122,15
123,13
124,12
125,19
126,18
127,17
128,9
129,19
130,17
131,11
132,15
133,12
134,13
135,14
136,9
137,15
138,16
139,12
140,13
141,17
142,14
143,15
144,16
145,14
146,12
147,14
148,13
149,12
150,14
151,12
152,16
153,15
154,15
155,11
156,17
157,15
158,14
159,12
160,19
161,9
162,16
163,10
164,12
165,12
166,10
167,19
168,14
169,12
170,11
171,15
172,12
173,15
174,14
175,14
176,16
177,11
178,9
179,17
180,10
181,13
182,9
183,13
184,13
185,19
186,12
187,13
188,12
189,14
190,16
191,19
192,17
193,13
194,16
195,9
196,11
197,22
198,13
199,13
200,18
201,7
202,10
203,18
204,11
205,19
206,11
207,14
208,22
209,12
210,17
211,9
212,19
213,18
214,21
215,16
216,8
217,17
218,13
219,12
220,14
221,14
222,16
223,14
224,21
225,13
226,21
227,12
228,18
229,14
230,9
231,15
232,12
233,18
234,16
235,15
236,15
237,13
238,11
239,10
240,14
241,14
242,12
243,8
244,11
245,16
246,16
247,16
248,15
249,17
250,20
251,16
252,15
253,13
